id,ts,temperatura,humedadRelativa,iluminancia
dosel-sombra-01,2026-09-25T01:46:38.711Z,23.96,81.8,0
dosel-sombra-01,2026-09-25T01:47:23.706Z,24.09,81.2,0
dosel-sombra-01,2026-09-25T02:54:54.194Z,23.73,84.8,0
dosel-sombra-01,2026-09-25T02:55:39.205Z,23.08,85.1,0
dosel-sombra-01,2026-09-25T02:56:24.196Z,23.62,87.1,0
dosel-sombra-01,2026-09-24T14:40:03.141Z,26.54,75.1,7095.8
dosel-sombra-01,2026-09-24T14:46:48.137Z,26.51,74.6,6311.9
dosel-sombra-01,2026-09-24T14:47:33.145Z,26.95,73.5,6164
dosel-sombra-01,2026-09-24T14:48:18.14Z,26.47,73.2,6256.6
dosel-sombra-01,2026-09-24T14:49:03.145Z,26.56,74.2,7225
dosel-sombra-01,2026-09-24T21:09:36.422Z,28.31,68.9,3712.8
dosel-sombra-01,2026-09-24T21:10:21.397Z,28.34,69,4111
dosel-sombra-01,2026-09-24T21:11:06.408Z,28.34,68.9,3716.8
dosel-sombra-01,2026-09-24T21:11:51.403Z,27.63,70.7,3835.4
dosel-sombra-01,2026-09-24T22:01:21.869Z,27.51,71.6,1917.9
dosel-sombra-01,2026-09-24T23:51:52.896Z,26.07,76.1,0
dosel-sombra-01,2026-09-24T23:52:37.81Z,25.9,76.5,0
dosel-sombra-01,2026-09-24T23:53:22.808Z,25.74,75.4,0
dosel-sombra-01,2026-09-25T00:00:07.801Z,25.86,77.5,0
dosel-sombra-01,2026-09-25T00:00:52.811Z,25.87,77.9,0
dosel-sombra-01,2026-09-25T00:01:37.807Z,25.78,78.2,0
dosel-sombra-01,2026-09-25T00:02:22.815Z,25.84,77.4,0
dosel-sombra-01,2026-09-25T00:39:52.836Z,24.96,78.4,0
dosel-sombra-01,2026-09-25T00:40:37.831Z,25.65,78.5,0
dosel-sombra-01,2026-09-25T00:41:22.826Z,25.36,78.7,0
dosel-sombra-01,2026-09-25T01:09:08.271Z,25.26,79.1,0
dosel-sombra-01,2026-09-25T01:14:23.277Z,24.92,81.9,0
dosel-sombra-01,2026-09-25T02:00:08.718Z,24.15,82.1,0
dosel-sombra-01,2026-09-25T02:00:53.74Z,24.22,83.3,0
dosel-sombra-01,2026-09-25T02:01:38.73Z,24.17,84,0
dosel-sombra-01,2026-09-25T02:02:23.717Z,23.79,82.4,0
dosel-sombra-01,2026-09-25T02:07:38.724Z,23.79,84.3,0
dosel-sombra-01,2026-09-25T02:08:23.732Z,24.34,83.3,0
dosel-sombra-01,2026-09-24T13:38:32.679Z,25.43,76.8,4348.2
dosel-sombra-01,2026-09-24T13:37:47.686Z,25.19,78,4359.7
dosel-sombra-01,2026-09-24T13:37:02.675Z,25.48,77.6,4197.2
dosel-sombra-01,2026-09-24T13:36:17.68Z,25.91,77.8,5626.6
dosel-sombra-01,2026-09-24T13:35:32.672Z,25.61,77.3,4747.6
dosel-sombra-01,2026-09-24T13:34:47.677Z,25.23,78.4,4701.1
dosel-sombra-01,2026-09-24T13:34:02.683Z,25.7,76.8,4430.7
dosel-sombra-01,2026-09-24T13:33:17.682Z,25.46,79.5,4915.7
dosel-sombra-01,2026-09-24T13:32:32.686Z,25.36,79.4,4826.1
dosel-sombra-01,2026-09-24T13:31:47.675Z,25.55,78.3,3864.4
dosel-sombra-01,2026-09-24T13:31:02.679Z,25.48,79.9,4622.6
dosel-sombra-01,2026-09-24T13:30:17.672Z,25.61,79.4,4803.7
dosel-sombra-01,2026-09-24T13:29:32.682Z,25.22,77.4,5074.3
dosel-sombra-01,2026-09-24T13:28:47.67Z,25.03,80,5058.9
dosel-sombra-01,2026-09-24T13:28:02.682Z,25.46,79.7,4264.5
dosel-sombra-01,2026-09-24T13:27:17.674Z,25.59,79,4246.6
dosel-sombra-01,2026-09-24T13:26:32.678Z,25.41,77.4,3933.8
dosel-sombra-01,2026-09-24T13:25:47.681Z,25.6,78.7,4253.1
dosel-sombra-01,2026-09-24T13:25:02.668Z,25.67,79.3,4954.8
dosel-sombra-01,2026-09-24T13:24:17.676Z,25.53,78.6,4136.7
dosel-sombra-01,2026-09-24T13:23:32.671Z,25.24,79.1,4703
dosel-sombra-01,2026-09-24T13:22:47.666Z,25.33,79.2,4762.7
dosel-sombra-01,2026-09-24T13:22:02.755Z,25.55,80.2,4999
dosel-sombra-01,2026-09-24T13:21:17.245Z,25.34,79.8,5016.3
dosel-sombra-01,2026-09-24T13:20:32.25Z,25.55,80.1,4175.6
dosel-sombra-01,2026-09-24T13:19:47.241Z,25,78.5,4701.2
dosel-sombra-01,2026-09-24T13:19:02.245Z,25.28,80.1,3738.8
dosel-sombra-01,2026-09-24T13:18:17.246Z,25.31,79.5,4874.1
dosel-sombra-01,2026-09-24T13:17:32.239Z,24.98,79.1,4468.8
dosel-sombra-01,2026-09-24T13:16:47.245Z,24.88,77.8,4554.2
dosel-sombra-01,2026-09-24T13:16:02.235Z,25.54,80.1,4790.2
dosel-sombra-01,2026-09-24T13:15:17.238Z,24.93,78.3,3564.3
dosel-sombra-01,2026-09-24T13:14:32.244Z,25.28,80.7,4485.3
dosel-sombra-01,2026-09-24T13:13:47.234Z,24.86,78.9,4741
dosel-sombra-01,2026-09-24T13:13:02.24Z,25.13,80.2,3497.6
dosel-sombra-01,2026-09-24T13:12:17.236Z,25.17,79.7,4877.7
dosel-sombra-01,2026-09-24T13:11:32.246Z,25.36,79.8,3582.8
dosel-sombra-01,2026-09-24T13:10:47.248Z,24.85,78.6,3905.7
dosel-sombra-01,2026-09-24T13:10:02.237Z,25.13,80.6,3402.8
dosel-sombra-01,2026-09-24T13:09:17.231Z,25,80.4,3394.3
dosel-sombra-01,2026-09-24T13:08:32.237Z,24.84,78.2,4485.7
dosel-sombra-01,2026-09-24T13:07:47.235Z,25.47,80.8,4165.3
dosel-sombra-01,2026-09-24T13:07:02.234Z,24.79,80.9,4533.8
dosel-sombra-01,2026-09-24T13:06:17.242Z,25.27,79.8,3311.6
dosel-sombra-01,2026-09-24T13:05:32.239Z,24.85,79.1,4356.3
dosel-sombra-01,2026-09-24T13:04:47.231Z,25.06,80.9,4594.6
dosel-sombra-01,2026-09-24T13:04:02.222Z,25.31,80.7,4047
dosel-sombra-01,2026-09-24T13:03:17.219Z,25.09,79.5,3965.6
dosel-sombra-01,2026-09-24T13:02:32.217Z,25.41,79.4,3901.8
dosel-sombra-01,2026-09-24T13:01:47.218Z,24.7,80.1,3895.1
dosel-sombra-01,2026-09-24T13:01:02.231Z,25.29,79.1,3720.6
dosel-sombra-01,2026-09-24T13:00:17.239Z,24.62,80.4,3517.6
dosel-sombra-01,2026-09-24T12:59:32.231Z,24.86,80,3876.9
dosel-sombra-01,2026-09-24T12:58:47.223Z,24.83,80,3875.5
dosel-sombra-01,2026-09-24T12:58:02.216Z,25.01,80.9,3641.2
dosel-sombra-01,2026-09-24T12:57:17.219Z,24.59,79.8,3510.4
dosel-sombra-01,2026-09-24T12:56:32.22Z,24.56,81.4,3108.8
dosel-sombra-01,2026-09-24T12:55:47.225Z,24.91,81.4,3712.7
dosel-sombra-01,2026-09-24T12:55:02.216Z,24.88,79.8,4277.4
dosel-sombra-01,2026-09-24T12:54:17.223Z,25.15,79.6,3224.2
dosel-sombra-01,2026-09-24T12:53:32.214Z,25.18,79.8,3769.8
dosel-sombra-01,2026-09-24T12:52:47.225Z,24.71,81.6,3204.7
dosel-sombra-01,2026-09-24T12:52:02.229Z,24.93,79.8,3329.4
dosel-sombra-01,2026-09-24T12:51:17.22Z,24.49,81.9,3840
dosel-sombra-01,2026-09-24T12:50:32.227Z,25.06,79.7,3021.8
dosel-sombra-01,2026-09-24T12:49:47.219Z,24.61,80.1,3126
dosel-sombra-01,2026-09-24T12:49:02.21Z,24.54,79.2,3557.1
dosel-sombra-01,2026-09-24T12:48:17.217Z,25.01,80,3473.7
dosel-sombra-01,2026-09-24T12:47:32.218Z,24.42,80.5,3958.3
dosel-sombra-01,2026-09-24T12:46:47.21Z,24.76,79.5,3549.5
dosel-sombra-01,2026-09-24T12:46:02.214Z,24.79,81.2,3401.4
dosel-sombra-01,2026-09-24T12:45:17.226Z,24.68,81.9,3315
dosel-sombra-01,2026-09-24T12:44:32.221Z,24.85,79.7,3162.1
dosel-sombra-01,2026-09-24T12:43:47.21Z,25.1,82.3,3558.8
dosel-sombra-01,2026-09-24T12:43:02.203Z,24.99,81.4,3159.9
dosel-sombra-01,2026-09-24T12:42:17.216Z,24.79,81.8,2843.3
dosel-sombra-01,2026-09-24T12:41:32.208Z,24.88,81,3137.5
dosel-sombra-01,2026-09-24T12:40:47.215Z,24.34,79.8,2826.8
dosel-sombra-01,2026-09-24T12:40:02.213Z,24.42,79.9,3330.2
dosel-sombra-01,2026-09-24T12:39:17.217Z,24.72,81.3,3682.7
dosel-sombra-01,2026-09-24T12:38:32.217Z,24.99,82,2717.3
dosel-sombra-01,2026-09-24T12:37:47.221Z,24.92,81,3410.5
dosel-sombra-01,2026-09-24T12:37:02.212Z,24.95,79.9,3477.4
dosel-sombra-01,2026-09-24T12:36:17.204Z,24.66,79.9,3303.8
dosel-sombra-01,2026-09-24T12:35:32.209Z,24.34,82.3,2659.7
dosel-sombra-01,2026-09-24T12:34:47.216Z,24.75,82.5,2637.4
dosel-sombra-01,2026-09-24T12:34:02.204Z,24.99,81.2,2951.6
dosel-sombra-01,2026-09-24T12:33:17.199Z,24.54,80,3535.1
dosel-sombra-01,2026-09-24T12:32:32.206Z,24.31,81.5,3000.8
dosel-sombra-01,2026-09-24T12:31:47.292Z,24.94,80,3221.7
dosel-sombra-01,2026-09-24T11:51:01.792Z,23.58,84.8,1408.5
dosel-sombra-01,2026-09-24T11:50:16.796Z,24.13,84.2,1518.5
dosel-sombra-01,2026-09-24T11:49:31.805Z,23.88,84.5,1864.1
dosel-sombra-01,2026-09-24T11:48:46.796Z,23.67,84.1,1767.9
dosel-sombra-01,2026-09-24T11:48:01.79Z,24.05,84.2,1393.4
dosel-sombra-01,2026-09-24T11:47:16.793Z,23.58,84.6,1779.7
dosel-sombra-01,2026-09-24T11:46:31.785Z,23.86,83.6,1446.2
dosel-sombra-01,2026-09-24T11:45:46.807Z,23.87,82.6,1551.9
dosel-sombra-01,2026-09-24T11:45:01.783Z,24.08,83.1,1365.3
dosel-sombra-01,2026-09-24T11:44:16.806Z,24.25,83.1,1571.6
dosel-sombra-01,2026-09-24T11:43:31.793Z,23.95,83.4,1255.1
dosel-sombra-01,2026-09-24T11:42:46.798Z,23.7,84.7,1157
dosel-sombra-01,2026-09-24T11:42:01.802Z,23.81,82.8,1261.1
dosel-sombra-01,2026-09-24T11:41:16.791Z,23.84,82.8,1480.9
dosel-sombra-01,2026-09-24T11:40:31.79Z,23.83,84.1,1350.5
dosel-sombra-01,2026-09-24T11:39:46.782Z,24.18,84,1522.1
dosel-sombra-01,2026-09-24T11:39:01.787Z,23.55,84.1,1472.2
dosel-sombra-01,2026-09-24T11:38:16.795Z,23.65,84.4,1449.6
dosel-sombra-01,2026-09-24T11:37:31.798Z,23.95,82.8,1075
dosel-sombra-01,2026-09-24T11:36:46.79Z,24.03,83.8,1403.2
dosel-sombra-01,2026-09-24T11:36:01.779Z,23.6,82.8,1073.4
dosel-sombra-01,2026-09-24T11:35:16.79Z,23.84,84.2,1162.9
dosel-sombra-01,2026-09-24T11:34:31.798Z,23.72,82.9,1278.3
dosel-sombra-01,2026-09-24T11:33:46.787Z,23.55,83.1,948.7
dosel-sombra-01,2026-09-24T11:33:01.792Z,23.51,83.8,1267.8
dosel-sombra-01,2026-09-24T11:32:16.795Z,23.34,84.3,929.8
dosel-sombra-01,2026-09-24T11:31:31.79Z,23.3,83.9,957.4
dosel-sombra-01,2026-09-24T11:30:46.78Z,23.39,85.5,860.9
dosel-sombra-01,2026-09-24T11:30:01.785Z,23.33,85.5,865
dosel-sombra-01,2026-09-24T11:29:16.777Z,23.26,85.9,1029.7
dosel-sombra-01,2026-09-24T11:28:31.789Z,24,84,834
dosel-sombra-01,2026-09-24T11:27:46.782Z,23.29,83.6,845.3
dosel-sombra-01,2026-09-24T11:27:01.782Z,23.48,83.6,944.5
dosel-sombra-01,2026-09-24T11:26:16.791Z,23.22,84.5,1008.3
dosel-sombra-01,2026-09-24T11:25:31.779Z,23.89,84.1,912.3
dosel-sombra-01,2026-09-24T11:24:46.787Z,23.97,85.5,718
dosel-sombra-01,2026-09-24T11:24:01.78Z,23.95,85.3,744.8
dosel-sombra-01,2026-09-24T11:23:16.766Z,23.74,84.3,647.9
dosel-sombra-01,2026-09-24T11:22:31.773Z,23.63,85.9,818.1
dosel-sombra-01,2026-09-24T11:21:46.777Z,23.64,85,701.6
dosel-sombra-01,2026-09-24T11:21:01.781Z,23.85,84.1,689.5
dosel-sombra-01,2026-09-24T11:20:16.779Z,23.48,84.9,727.2
dosel-sombra-01,2026-09-24T11:19:31.768Z,23.13,85.3,546.3
dosel-sombra-01,2026-09-24T11:18:46.772Z,23.6,84,556.7
dosel-sombra-01,2026-09-24T11:18:01.767Z,23.67,83.8,526.5
dosel-sombra-01,2026-09-24T11:17:16.764Z,23.14,86,596.9
dosel-sombra-01,2026-09-24T11:16:31.77Z,23.39,85.7,601.5
dosel-sombra-01,2026-09-24T11:15:46.78Z,23.77,84.1,568
dosel-sombra-01,2026-09-24T11:15:01.77Z,23.8,86.4,469.3
dosel-sombra-01,2026-09-24T11:14:16.77Z,23.53,86.1,544
dosel-sombra-01,2026-09-24T11:13:31.777Z,23.22,84.9,364
dosel-sombra-01,2026-09-24T11:12:46.77Z,23.55,86.9,460.1
dosel-sombra-01,2026-09-24T11:12:01.777Z,23.73,86.7,461
dosel-sombra-01,2026-09-24T11:11:16.767Z,23.74,85,427.5
dosel-sombra-01,2026-09-24T11:10:31.762Z,23.69,85.7,328.2
dosel-sombra-01,2026-09-24T11:09:46.77Z,23.16,86.8,250.2
dosel-sombra-01,2026-09-24T11:09:01.776Z,23.75,85.9,288.8
dosel-sombra-01,2026-09-24T11:08:16.77Z,23.36,85.1,238.2
dosel-sombra-01,2026-09-24T11:07:31.774Z,23.65,85.8,232
dosel-sombra-01,2026-09-24T11:06:46.752Z,22.96,86.6,208.9
dosel-sombra-01,2026-09-24T11:06:01.754Z,23.44,84.7,210.6
dosel-sombra-01,2026-09-24T11:05:16.76Z,23.63,85.8,162.6
dosel-sombra-01,2026-09-24T11:04:31.765Z,23.35,84.8,141.9
dosel-sombra-01,2026-09-24T11:03:46.769Z,23.21,86,111.5
dosel-sombra-01,2026-09-24T11:03:01.831Z,23.61,86.3,96.7
dosel-sombra-01,2026-09-24T11:02:16.337Z,23.35,86.4,65.5
dosel-sombra-01,2026-09-24T11:01:31.338Z,23.04,85.1,33.9
dosel-sombra-01,2026-09-24T11:00:46.333Z,23.18,86.8,0
dosel-sombra-01,2026-09-24T11:00:01.322Z,23.21,86.2,0
dosel-sombra-01,2026-09-24T10:59:16.332Z,23.57,84.6,0
dosel-sombra-01,2026-09-24T10:58:31.341Z,23.45,85.5,0
dosel-sombra-01,2026-09-24T10:57:46.319Z,23.24,84.6,0
dosel-sombra-01,2026-09-24T10:57:01.331Z,23.5,86.8,0
dosel-sombra-01,2026-09-24T10:56:16.327Z,23.28,87.6,0
dosel-sombra-01,2026-09-24T10:55:31.335Z,23.22,87.3,0
dosel-sombra-01,2026-09-24T10:54:46.338Z,23.13,87.6,0
dosel-sombra-01,2026-09-24T10:54:01.329Z,23.05,84.9,0
dosel-sombra-01,2026-09-24T10:53:16.34Z,23,87.6,0
dosel-sombra-01,2026-09-24T10:52:31.313Z,23.47,84.9,0
dosel-sombra-01,2026-09-24T10:51:46.322Z,22.94,87.4,0
dosel-sombra-01,2026-09-24T10:51:01.316Z,22.75,86.8,0
dosel-sombra-01,2026-09-24T10:50:16.322Z,22.96,86.7,0
dosel-sombra-01,2026-09-24T10:49:31.33Z,22.75,87,0
dosel-sombra-01,2026-09-24T10:48:46.321Z,22.89,87.1,0
dosel-sombra-01,2026-09-24T10:48:01.321Z,22.73,87.9,0
dosel-sombra-01,2026-09-24T10:47:16.309Z,23.03,87.1,0
dosel-sombra-01,2026-09-24T10:46:31.33Z,23.44,87.3,0
dosel-sombra-01,2026-09-24T10:45:46.321Z,23.01,85.3,0
dosel-sombra-01,2026-09-24T10:45:01.327Z,23.38,87.9,0
dosel-sombra-01,2026-09-24T10:44:16.321Z,22.74,86.2,0
dosel-sombra-01,2026-09-24T10:43:31.322Z,23.4,86,0
dosel-sombra-01,2026-09-24T10:42:46.314Z,23.08,87.6,0
dosel-sombra-01,2026-09-24T10:42:01.317Z,22.75,85.6,0
dosel-sombra-01,2026-09-24T10:41:16.309Z,23.26,86.2,0
dosel-sombra-01,2026-09-24T10:40:31.314Z,22.63,88,0
dosel-sombra-01,2026-09-24T10:39:46.306Z,23.08,88,0
dosel-sombra-01,2026-09-24T10:39:01.314Z,23.17,86.5,0
dosel-sombra-01,2026-09-24T10:38:16.309Z,22.58,86.6,0
dosel-sombra-01,2026-09-24T10:37:31.312Z,23.09,87.1,0
dosel-sombra-01,2026-09-24T10:36:46.319Z,23.33,86,0
dosel-sombra-01,2026-09-24T10:36:01.309Z,23.22,88,0
dosel-sombra-01,2026-09-24T10:35:16.32Z,23.27,88.3,0
dosel-sombra-01,2026-09-24T10:34:31.314Z,23.12,86.4,0
dosel-sombra-01,2026-09-24T10:33:46.321Z,22.64,88.3,0
dosel-sombra-01,2026-09-24T10:33:01.31Z,22.8,88.3,0
dosel-sombra-01,2026-09-24T10:32:16.316Z,23.1,88,0
dosel-sombra-01,2026-09-24T10:31:31.309Z,23.12,88,0
dosel-sombra-01,2026-09-24T10:30:46.315Z,22.86,85.9,0
dosel-sombra-01,2026-09-24T10:30:01.324Z,22.51,87.2,0
dosel-sombra-01,2026-09-24T10:29:16.313Z,22.63,87.8,0
dosel-sombra-01,2026-09-24T10:28:31.307Z,23.14,86.6,0
dosel-sombra-01,2026-09-24T10:27:46.317Z,22.72,87,0
dosel-sombra-01,2026-09-24T10:27:01.318Z,23.21,86.7,0
dosel-sombra-01,2026-09-24T10:26:16.312Z,22.84,86.9,0
dosel-sombra-01,2026-09-24T10:25:31.314Z,22.42,86.1,0
dosel-sombra-01,2026-09-24T10:24:46.307Z,22.49,88.9,0
dosel-sombra-01,2026-09-24T10:24:01.305Z,22.5,87.3,0
dosel-sombra-01,2026-09-24T10:23:16.301Z,23.05,88.2,0
dosel-sombra-01,2026-09-24T10:22:31.292Z,22.41,87.9,0
dosel-sombra-01,2026-09-24T10:21:46.297Z,22.39,88.8,0
dosel-sombra-01,2026-09-24T10:21:01.299Z,22.43,86.4,0
dosel-sombra-01,2026-09-24T10:20:16.306Z,22.45,88.1,0
dosel-sombra-01,2026-09-24T10:19:31.309Z,22.94,86.4,0
dosel-sombra-01,2026-09-24T10:18:46.303Z,22.97,87.7,0
dosel-sombra-01,2026-09-24T10:18:01.298Z,22.48,89,0
dosel-sombra-01,2026-09-24T10:17:16.3Z,22.41,88.1,0
dosel-sombra-01,2026-09-24T10:16:31.301Z,23.08,87.4,0
dosel-sombra-01,2026-09-24T10:15:46.291Z,22.38,89.4,0
dosel-sombra-01,2026-09-24T10:15:01.307Z,22.58,89.4,0
dosel-sombra-01,2026-09-24T10:14:16.285Z,22.66,86.5,0
dosel-sombra-01,2026-09-24T10:13:31.301Z,22.92,88.7,0
dosel-sombra-01,2026-09-24T10:12:46.387Z,22.32,89.4,0
dosel-sombra-01,2026-09-24T10:12:00.875Z,22.77,89.5,0
dosel-sombra-01,2026-09-24T10:11:15.867Z,22.79,87.1,0
dosel-sombra-01,2026-09-24T10:10:30.874Z,22.48,89.4,0
dosel-sombra-01,2026-09-24T10:09:45.866Z,22.49,87.1,0
dosel-sombra-01,2026-09-24T10:09:00.858Z,22.73,87.6,0
dosel-sombra-01,2026-09-24T10:08:15.861Z,22.67,89.3,0
dosel-sombra-01,2026-09-24T10:07:30.868Z,22.58,87.7,0
dosel-sombra-01,2026-09-24T10:06:45.857Z,22.28,87.9,0
dosel-sombra-01,2026-09-24T10:06:00.86Z,22.3,89.4,0
dosel-sombra-01,2026-09-24T10:05:15.869Z,22.6,89.3,0
dosel-sombra-01,2026-09-24T10:04:30.859Z,22.46,89,0
dosel-sombra-01,2026-09-24T10:03:45.864Z,22.64,88.7,0
dosel-sombra-01,2026-09-24T10:03:00.859Z,22.91,88.6,0
dosel-sombra-01,2026-09-24T10:02:15.862Z,22.79,88.3,0
dosel-sombra-01,2026-09-24T10:01:30.864Z,22.81,88.4,0
dosel-sombra-01,2026-09-24T10:00:45.866Z,22.42,88.4,0
dosel-sombra-01,2026-09-24T10:00:00.859Z,22.58,88.9,0
dosel-sombra-01,2026-09-24T09:59:15.864Z,22.88,89.5,0
dosel-sombra-01,2026-09-24T09:58:30.858Z,22.34,88.2,0
dosel-sombra-01,2026-09-24T09:57:45.866Z,22.3,89.4,0
dosel-sombra-01,2026-09-24T09:57:00.855Z,22.13,89.2,0
dosel-sombra-01,2026-09-24T09:56:15.845Z,22.12,89.9,0
dosel-sombra-01,2026-09-24T09:55:30.853Z,22.3,89,0
dosel-sombra-01,2026-09-24T09:54:45.86Z,22.49,87.8,0
dosel-sombra-01,2026-09-24T09:54:00.851Z,22.36,90.2,0
dosel-sombra-01,2026-09-24T09:53:15.845Z,22.84,88.3,0
dosel-sombra-01,2026-09-24T09:52:30.871Z,22.16,89,0
dosel-sombra-01,2026-09-24T09:51:45.847Z,22.64,88.8,0
dosel-sombra-01,2026-09-24T09:51:00.857Z,22.78,89.9,0
dosel-sombra-01,2026-09-24T09:50:15.848Z,22.3,89.3,0
dosel-sombra-01,2026-09-24T09:49:30.852Z,22.4,89.1,0
dosel-sombra-01,2026-09-24T09:48:45.858Z,22.65,89.7,0
dosel-sombra-01,2026-09-24T09:48:00.845Z,22.34,87.8,0
dosel-sombra-01,2026-09-24T09:47:15.846Z,22.34,89.6,0
dosel-sombra-01,2026-09-24T09:46:30.856Z,22.56,88,0
dosel-sombra-01,2026-09-24T09:45:45.863Z,22.36,88.1,0
dosel-sombra-01,2026-09-24T09:45:00.841Z,22.19,88,0
dosel-sombra-01,2026-09-24T09:44:15.848Z,22.74,88.7,0
dosel-sombra-01,2026-09-24T09:43:30.842Z,22.44,89.1,0
dosel-sombra-01,2026-09-24T09:42:45.849Z,22.66,88.4,0
dosel-sombra-01,2026-09-24T09:42:00.849Z,22.63,88.2,0
dosel-sombra-01,2026-09-24T09:41:15.837Z,22.63,87.9,0
dosel-sombra-01,2026-09-24T09:40:30.858Z,21.97,90.3,0
dosel-sombra-01,2026-09-24T09:39:45.845Z,22.16,88.7,0
dosel-sombra-01,2026-09-24T09:39:00.851Z,22.59,90.5,0
dosel-sombra-01,2026-09-24T09:38:15.831Z,22.7,88.6,0
dosel-sombra-01,2026-09-24T09:37:30.838Z,22.61,89.7,0
dosel-sombra-01,2026-09-24T09:36:45.848Z,22.06,88.7,0
dosel-sombra-01,2026-09-24T09:36:00.836Z,21.96,90.4,0
dosel-sombra-01,2026-09-24T09:35:15.843Z,22.07,90.2,0
dosel-sombra-01,2026-09-24T09:34:30.846Z,22.11,88.7,0
dosel-sombra-01,2026-09-24T09:33:45.855Z,21.96,88.7,0
dosel-sombra-01,2026-09-24T09:33:00.833Z,22.18,88.1,0
dosel-sombra-01,2026-09-24T09:32:15.838Z,22.54,88.8,0
dosel-sombra-01,2026-09-24T09:31:30.827Z,22.09,88.2,0
dosel-sombra-01,2026-09-24T09:30:45.833Z,21.97,91,0
dosel-sombra-01,2026-09-24T09:30:00.839Z,22.39,89.4,0
dosel-sombra-01,2026-09-24T09:29:15.845Z,22.25,90.7,0
dosel-sombra-01,2026-09-24T09:28:30.837Z,21.99,90.6,0
dosel-sombra-01,2026-09-24T09:27:45.83Z,21.96,89.8,0
dosel-sombra-01,2026-09-24T09:27:00.835Z,22.1,89.8,0
dosel-sombra-01,2026-09-24T09:26:15.842Z,22.5,88.6,0
dosel-sombra-01,2026-09-24T09:25:30.846Z,22.08,89,0
dosel-sombra-01,2026-09-24T09:24:45.836Z,21.83,88.8,0
dosel-sombra-01,2026-09-24T09:24:00.829Z,22.49,88.5,0
dosel-sombra-01,2026-09-24T09:23:15.824Z,22.3,89.9,0
dosel-sombra-01,2026-09-24T09:22:30.896Z,22.21,89.3,0
dosel-sombra-01,2026-09-24T09:21:45.401Z,22.19,91,0
dosel-sombra-01,2026-09-24T09:21:00.406Z,22.51,89,0
dosel-sombra-01,2026-09-24T09:20:15.412Z,21.75,89.3,0
dosel-sombra-01,2026-09-24T09:19:30.404Z,21.91,90.7,0
dosel-sombra-01,2026-09-24T09:18:45.405Z,22.31,91.2,0
dosel-sombra-01,2026-09-24T09:18:00.403Z,22.01,90.5,0
dosel-sombra-01,2026-09-24T09:17:15.406Z,21.9,90.3,0
dosel-sombra-01,2026-09-24T09:16:30.412Z,22.45,90.4,0
dosel-sombra-01,2026-09-24T09:15:45.402Z,22.27,89.7,0
dosel-sombra-01,2026-09-24T09:15:00.41Z,22.25,89,0
dosel-sombra-01,2026-09-24T09:14:15.415Z,22.16,91.5,0
dosel-sombra-01,2026-09-24T09:13:30.414Z,21.73,90.1,0
dosel-sombra-01,2026-09-24T09:12:45.407Z,22.17,89.7,0
dosel-sombra-01,2026-09-24T09:12:00.395Z,21.79,89.8,0
dosel-sombra-01,2026-09-24T09:11:15.406Z,21.9,88.8,0
dosel-sombra-01,2026-09-24T09:10:30.396Z,21.69,90.1,0
dosel-sombra-01,2026-09-24T09:09:45.398Z,22.25,90,0
dosel-sombra-01,2026-09-24T09:09:00.399Z,22,91.4,0
dosel-sombra-01,2026-09-24T09:08:15.394Z,22.29,90.9,0
dosel-sombra-01,2026-09-24T09:07:30.399Z,22.32,90.5,0
dosel-sombra-01,2026-09-24T09:06:45.389Z,21.82,90.6,0
dosel-sombra-01,2026-09-24T09:06:00.397Z,22.23,91.1,0
dosel-sombra-01,2026-09-24T09:05:15.397Z,22.34,88.9,0
dosel-sombra-01,2026-09-24T09:04:30.406Z,21.83,88.9,0
dosel-sombra-01,2026-09-24T09:03:45.398Z,21.82,91.5,0
dosel-sombra-01,2026-09-24T09:03:00.394Z,22.11,89.6,0
dosel-sombra-01,2026-09-24T09:02:15.407Z,22.16,91.7,0
dosel-sombra-01,2026-09-24T09:01:30.404Z,22.08,91.7,0
dosel-sombra-01,2026-09-24T09:00:45.398Z,22.3,90.4,0
dosel-sombra-01,2026-09-24T09:00:00.399Z,22.35,89.9,0
dosel-sombra-01,2026-09-24T08:59:15.39Z,21.6,91.4,0
dosel-sombra-01,2026-09-24T08:58:30.38Z,22.14,91,0
dosel-sombra-01,2026-09-24T08:57:45.385Z,21.68,91.9,0
dosel-sombra-01,2026-09-24T08:57:00.39Z,22.19,91.4,0
dosel-sombra-01,2026-09-24T08:56:15.384Z,21.73,89.9,0
dosel-sombra-01,2026-09-24T08:55:30.384Z,21.75,90.8,0
dosel-sombra-01,2026-09-24T08:54:45.387Z,22.11,90.8,0
dosel-sombra-01,2026-09-24T08:54:00.396Z,21.69,91.9,0
dosel-sombra-01,2026-09-24T08:53:15.372Z,21.58,89.9,0
dosel-sombra-01,2026-09-24T08:52:30.393Z,21.63,89.4,0
dosel-sombra-01,2026-09-24T08:51:45.397Z,21.63,90.1,0
dosel-sombra-01,2026-09-24T08:51:00.391Z,21.75,91,0
dosel-sombra-01,2026-09-24T08:50:15.389Z,22.17,90.9,0
dosel-sombra-01,2026-09-24T08:49:30.386Z,22.25,91.9,0
dosel-sombra-01,2026-09-24T08:48:45.391Z,21.71,89.5,0
dosel-sombra-01,2026-09-24T08:48:00.373Z,22.19,90.1,0
