id,ts,temperaturaCaja,humedadRelativa,masaEstimada
secado-fermentacion-01,2026-09-24T06:19:38.551Z,32.31,79.2,177.4
secado-fermentacion-01,2026-09-24T06:17:38.405Z,32.51,78.2,177.66
secado-fermentacion-01,2026-09-24T06:15:38.273Z,32.16,74.8,177.99
secado-fermentacion-01,2026-09-24T06:13:38.135Z,31.97,78.2,177.49
secado-fermentacion-01,2026-09-24T06:11:37.981Z,32.68,77.6,177.71
secado-fermentacion-01,2026-09-24T06:09:37.854Z,32.67,75.8,177.51
secado-fermentacion-01,2026-09-24T06:07:37.635Z,32.19,80,177.98
secado-fermentacion-01,2026-09-24T06:05:37.498Z,32.97,84.2,177.83
secado-fermentacion-01,2026-09-24T06:03:37.359Z,32.34,83.1,177.85
secado-fermentacion-01,2026-09-24T06:01:37.211Z,32.65,74.3,177.99
secado-fermentacion-01,2026-09-24T05:59:37.075Z,32.8,86,177.77
secado-fermentacion-01,2026-09-24T05:57:36.939Z,31.95,80.7,177.86
secado-fermentacion-01,2026-09-24T05:55:36.788Z,32.33,75.2,177.84
secado-fermentacion-01,2026-09-24T05:53:36.645Z,32.58,81.7,177.47
secado-fermentacion-01,2026-09-24T05:51:36.512Z,32.6,83.4,177.89
secado-fermentacion-01,2026-09-24T05:49:36.374Z,32.24,75.7,177.99
secado-fermentacion-01,2026-09-24T05:47:36.185Z,32.76,84.6,177.89
secado-fermentacion-01,2026-09-24T05:45:36.054Z,32.93,83,177.98
secado-fermentacion-01,2026-09-24T05:43:35.916Z,31.84,76.6,177.77
secado-fermentacion-01,2026-09-24T05:41:35.77Z,32.13,84,177.96
secado-fermentacion-01,2026-09-24T05:39:35.642Z,32.36,83.5,178.06
secado-fermentacion-01,2026-09-24T05:37:35.489Z,31.98,85.2,177.76
secado-fermentacion-01,2026-09-24T05:35:35.345Z,32.19,83.2,177.87
secado-fermentacion-01,2026-09-24T05:33:35.218Z,31.88,84.6,177.76
secado-fermentacion-01,2026-09-24T05:31:35.067Z,32.42,85.4,177.59
secado-fermentacion-01,2026-09-24T05:29:34.929Z,32.21,82.8,178.01
secado-fermentacion-01,2026-09-24T05:27:34.79Z,32.05,80.1,178.01
secado-fermentacion-01,2026-09-24T05:25:34.663Z,32.43,74.4,177.94
secado-fermentacion-01,2026-09-24T13:45:26.475Z,33.26,83.7,176.43
secado-fermentacion-01,2026-09-24T13:47:26.61Z,32.83,76.4,176.32
secado-fermentacion-01,2026-09-24T14:09:28.181Z,32.81,83.5,176.52
secado-fermentacion-01,2026-09-24T14:15:28.605Z,33.53,82.3,176.23
secado-fermentacion-01,2026-09-24T14:35:30.071Z,33.46,82,176.13
secado-fermentacion-01,2026-09-24T14:37:30.206Z,33.81,77.1,176.29
secado-fermentacion-01,2026-09-24T14:49:31.047Z,32.84,76.1,176.43
secado-fermentacion-01,2026-09-24T14:51:31.179Z,33.74,76.7,176.36
secado-fermentacion-01,2026-09-24T14:53:31.307Z,33.05,80.3,176.03
secado-fermentacion-01,2026-09-24T14:59:31.734Z,33,78.2,176.27
secado-fermentacion-01,2026-09-24T18:17:43.98Z,33.62,80.9,175.4
secado-fermentacion-01,2026-09-24T20:43:32.679Z,33.48,80.7,174.99
secado-fermentacion-01,2026-09-24T20:57:33.678Z,34.34,83.9,175.44
secado-fermentacion-01,2026-09-24T21:19:35.24Z,33.63,78.7,175.44
secado-fermentacion-01,2026-09-24T21:29:35.927Z,33.49,76.1,175.02
secado-fermentacion-01,2026-09-24T22:13:39.094Z,34.42,85.7,174.87
secado-fermentacion-01,2026-09-25T00:15:26.001Z,34.45,79.4,174.52
secado-fermentacion-01,2026-09-25T00:27:26.84Z,34.29,81.6,174.55
secado-fermentacion-01,2026-09-25T00:47:28.266Z,34.62,76.5,174.45
secado-fermentacion-01,2026-09-25T02:19:34.773Z,34.79,84.3,174.52
secado-fermentacion-01,2026-09-25T02:21:34.92Z,34.23,82.7,174.57
secado-fermentacion-01,2026-09-24T15:55:33.959Z,33.07,85.2,176
secado-fermentacion-01,2026-09-24T15:57:34.094Z,33.72,76.7,176.06
secado-fermentacion-01,2026-09-24T16:15:35.411Z,32.91,81.4,176.07
secado-fermentacion-01,2026-09-24T18:05:43.15Z,34.24,82.4,175.87
secado-fermentacion-01,2026-09-24T18:39:45.525Z,33.61,78.1,175.91
secado-fermentacion-01,2026-09-24T18:41:45.666Z,34.09,78.2,175.79
secado-fermentacion-01,2026-09-24T19:07:47.499Z,34.37,74.5,175.34
secado-fermentacion-01,2026-09-24T20:39:32.403Z,33.5,78.3,175.24
secado-fermentacion-01,2026-09-24T20:41:32.535Z,34.15,78.7,175.09
secado-fermentacion-01,2026-09-24T20:45:32.827Z,34.4,79.2,175.05
secado-fermentacion-01,2026-09-24T20:51:33.255Z,34.49,78.6,175.51
secado-fermentacion-01,2026-09-24T20:53:33.403Z,34.52,74.2,175.45
secado-fermentacion-01,2026-09-24T21:31:36.064Z,33.68,83.1,175.32
secado-fermentacion-01,2026-09-24T21:33:36.203Z,33.96,77.2,175
secado-fermentacion-01,2026-09-24T21:37:36.491Z,33.57,76.2,174.92
secado-fermentacion-01,2026-09-24T21:39:36.691Z,34.21,83.6,174.92
secado-fermentacion-01,2026-09-24T22:11:38.954Z,34.05,83.5,175.3
secado-fermentacion-01,2026-09-25T00:31:27.126Z,34.86,79.2,174.41
secado-fermentacion-01,2026-09-25T01:53:32.948Z,34.73,80.1,174.13
secado-fermentacion-01,2026-09-24T05:23:34.432Z,31.83,84.9,177.59
secado-fermentacion-01,2026-09-24T05:21:34.29Z,32.74,82.3,177.56
secado-fermentacion-01,2026-09-24T05:19:34.16Z,32.2,79.1,177.88
secado-fermentacion-01,2026-09-24T05:17:34.016Z,31.94,79.2,178.11
secado-fermentacion-01,2026-09-24T05:15:33.863Z,32.1,78.1,177.76
secado-fermentacion-01,2026-09-24T05:13:33.728Z,32.77,78.7,177.93
secado-fermentacion-01,2026-09-24T05:11:33.574Z,31.86,74.2,177.76
secado-fermentacion-01,2026-09-24T05:09:33.441Z,32.5,77.2,178.02
secado-fermentacion-01,2026-09-24T05:07:33.3Z,32.89,77.2,178
secado-fermentacion-01,2026-09-24T05:05:33.154Z,32.24,83.8,177.84
secado-fermentacion-01,2026-09-24T05:03:33.011Z,32.14,81.3,178.04
secado-fermentacion-01,2026-09-24T05:01:32.886Z,32.28,79.8,177.69
secado-fermentacion-01,2026-09-24T04:59:32.742Z,32.43,77.5,177.89
secado-fermentacion-01,2026-09-24T04:57:32.611Z,32.85,81.1,177.91
secado-fermentacion-01,2026-09-24T04:55:32.466Z,31.73,85.9,178.11
secado-fermentacion-01,2026-09-24T04:53:32.326Z,32,78.7,177.93
secado-fermentacion-01,2026-09-24T04:51:32.184Z,32.62,81.7,177.97
secado-fermentacion-01,2026-09-24T04:49:32.05Z,32.43,82.7,178.13
secado-fermentacion-01,2026-09-24T04:47:31.906Z,32.05,80.3,177.8
secado-fermentacion-01,2026-09-24T04:45:31.759Z,32.66,76.4,177.74
secado-fermentacion-01,2026-09-24T04:43:31.634Z,32.2,79.7,178.09
secado-fermentacion-01,2026-09-24T04:41:31.484Z,32.76,79.9,177.71
secado-fermentacion-01,2026-09-24T04:39:31.348Z,32.32,79.6,178.19
secado-fermentacion-01,2026-09-24T04:37:31.194Z,32.85,79.6,178.11
secado-fermentacion-01,2026-09-24T04:35:31.063Z,32.58,74.6,177.73
secado-fermentacion-01,2026-09-24T04:33:30.931Z,32.05,81.2,178.19
secado-fermentacion-01,2026-09-24T04:31:30.783Z,32,83.3,177.79
secado-fermentacion-01,2026-09-24T04:29:30.644Z,31.97,80.6,178.2
secado-fermentacion-01,2026-09-24T04:27:30.504Z,32.41,83.1,178.29
secado-fermentacion-01,2026-09-24T04:25:30.351Z,32.62,77.8,177.97
secado-fermentacion-01,2026-09-24T04:23:30.205Z,31.99,79.3,177.91
secado-fermentacion-01,2026-09-24T04:21:30.068Z,32.12,78.7,177.82
secado-fermentacion-01,2026-09-24T04:19:29.921Z,32.17,74.5,178.27
secado-fermentacion-01,2026-09-24T03:47:49.306Z,31.99,75,178.05
secado-fermentacion-01,2026-09-24T03:45:49.167Z,31.83,77.9,177.94
secado-fermentacion-01,2026-09-24T03:43:49.034Z,32.63,76.2,178.11
secado-fermentacion-01,2026-09-24T03:41:48.893Z,32.71,81.6,178.11
secado-fermentacion-01,2026-09-24T03:39:48.745Z,31.9,79.5,177.91
secado-fermentacion-01,2026-09-24T03:37:48.592Z,31.74,86,178.31
secado-fermentacion-01,2026-09-24T03:35:48.462Z,31.76,79.5,178.05
secado-fermentacion-01,2026-09-24T03:33:48.331Z,32.67,83.7,178.04
secado-fermentacion-01,2026-09-24T03:31:48.182Z,31.73,75.6,178.18
secado-fermentacion-01,2026-09-24T03:29:48.054Z,32.6,78.4,178.02
secado-fermentacion-01,2026-09-24T03:27:47.915Z,32.7,75.5,178.4
secado-fermentacion-01,2026-09-24T03:25:47.778Z,31.68,75.8,178.19
secado-fermentacion-01,2026-09-24T03:23:47.638Z,32.53,79.3,177.96
secado-fermentacion-01,2026-09-24T03:21:47.51Z,31.77,78.5,177.91
secado-fermentacion-01,2026-09-24T03:19:47.371Z,31.66,78.5,178.34
secado-fermentacion-01,2026-09-24T03:17:47.229Z,32.67,77.7,178.36
secado-fermentacion-01,2026-09-24T03:15:47.073Z,32.59,83.9,178.46
secado-fermentacion-01,2026-09-24T03:13:46.943Z,31.53,85.5,178.22
secado-fermentacion-01,2026-09-24T03:11:46.793Z,32.17,78.8,178.35
secado-fermentacion-01,2026-09-24T03:09:46.647Z,31.87,85.1,178.14
secado-fermentacion-01,2026-09-24T03:07:46.519Z,31.83,84.6,178.51
secado-fermentacion-01,2026-09-24T03:05:46.367Z,31.82,78.9,178.09
secado-fermentacion-01,2026-09-24T03:03:46.228Z,32.22,79.6,178.06
secado-fermentacion-01,2026-09-24T03:01:46.086Z,31.67,81.8,178.25
secado-fermentacion-01,2026-09-24T02:59:45.958Z,31.57,75.1,178.25
secado-fermentacion-01,2026-09-24T02:57:45.808Z,32.25,83.6,178.02
secado-fermentacion-01,2026-09-24T02:55:45.672Z,32.57,82.6,178.34
secado-fermentacion-01,2026-09-24T02:53:45.534Z,32.37,84.7,178.04
secado-fermentacion-01,2026-09-24T02:51:45.39Z,31.66,80.9,178.38
secado-fermentacion-01,2026-09-24T02:49:45.246Z,32.42,85,178.19
secado-fermentacion-01,2026-09-24T02:47:45.099Z,32.46,82.5,177.99
secado-fermentacion-01,2026-09-24T02:45:44.932Z,31.88,78.4,178.31
secado-fermentacion-01,2026-09-24T02:43:44.785Z,31.75,82.5,178.43
secado-fermentacion-01,2026-09-24T02:41:44.645Z,32.55,77.6,178.3
secado-fermentacion-01,2026-09-24T02:39:44.514Z,31.71,78.9,178.56
secado-fermentacion-01,2026-09-24T02:37:44.376Z,31.62,81.2,178.06
secado-fermentacion-01,2026-09-24T02:35:44.224Z,32.66,82.3,178.29
secado-fermentacion-01,2026-09-24T02:33:44.096Z,31.77,76.7,178.59
secado-fermentacion-01,2026-09-24T02:31:43.949Z,31.95,78.1,178.36
secado-fermentacion-01,2026-09-24T02:29:43.804Z,31.77,80.3,178.09
secado-fermentacion-01,2026-09-24T02:27:43.66Z,32.08,77.7,178.62
secado-fermentacion-01,2026-09-24T02:25:43.526Z,32.05,83.1,178.49
secado-fermentacion-01,2026-09-24T02:23:43.38Z,31.67,85.7,178.25
secado-fermentacion-01,2026-09-24T02:21:43.237Z,31.52,82.6,178.53
secado-fermentacion-01,2026-09-24T02:19:43.103Z,31.46,74.1,178.59
secado-fermentacion-01,2026-09-24T02:17:42.958Z,32.31,82.2,178.6
secado-fermentacion-01,2026-09-24T02:15:42.829Z,32.13,78.4,178.55
secado-fermentacion-01,2026-09-24T02:13:42.691Z,31.62,74.3,178.54
secado-fermentacion-01,2026-09-24T02:11:42.556Z,31.54,77.6,178.53
secado-fermentacion-01,2026-09-24T02:09:42.413Z,32.23,75.6,178.39
secado-fermentacion-01,2026-09-24T02:07:42.283Z,32.5,82.5,178.27
secado-fermentacion-01,2026-09-24T02:05:42.148Z,31.9,76.2,178.47
secado-fermentacion-01,2026-09-24T02:03:41.989Z,32.31,85.9,178.18
secado-fermentacion-01,2026-09-24T02:01:41.845Z,31.78,77.3,178.29
secado-fermentacion-01,2026-09-24T01:59:41.7Z,31.72,74.8,178.12
secado-fermentacion-01,2026-09-24T01:57:41.562Z,32.54,74.5,178.28
secado-fermentacion-01,2026-09-24T01:55:41.425Z,32.18,78.6,178.28
secado-fermentacion-01,2026-09-24T01:53:41.283Z,31.84,77.6,178.26
secado-fermentacion-01,2026-09-24T01:51:41.129Z,31.63,77.3,178.52
secado-fermentacion-01,2026-09-24T01:49:40.965Z,31.82,85.3,178.61
secado-fermentacion-01,2026-09-24T01:47:40.827Z,32.36,83.6,178.7
secado-fermentacion-01,2026-09-24T01:45:40.694Z,31.47,84.6,178.28
secado-fermentacion-01,2026-09-24T01:43:40.536Z,32.05,85,178.71
secado-fermentacion-01,2026-09-24T01:41:40.404Z,32.03,82.9,178.49
secado-fermentacion-01,2026-09-24T01:39:40.267Z,32.03,82.6,178.57
secado-fermentacion-01,2026-09-24T01:37:40.065Z,31.45,81.4,178.73
secado-fermentacion-01,2026-09-24T01:35:39.916Z,32.22,82.8,178.77
secado-fermentacion-01,2026-09-24T01:33:39.783Z,32.17,77.9,178.53
secado-fermentacion-01,2026-09-24T01:31:39.631Z,31.63,78.3,178.58
secado-fermentacion-01,2026-09-24T01:29:39.49Z,32.11,81.2,178.46
secado-fermentacion-01,2026-09-24T01:27:39.363Z,32.03,85.4,178.28
secado-fermentacion-01,2026-09-24T01:25:39.212Z,31.65,77.3,178.37
secado-fermentacion-01,2026-09-24T01:23:39.068Z,32.31,74.9,178.43
secado-fermentacion-01,2026-09-24T01:21:38.929Z,32.28,77.8,178.72
secado-fermentacion-01,2026-09-24T01:19:38.791Z,31.84,84.9,178.65
secado-fermentacion-01,2026-09-24T01:17:38.642Z,32.52,76.9,178.41
secado-fermentacion-01,2026-09-24T01:15:38.504Z,32.35,82,178.39
secado-fermentacion-01,2026-09-24T01:13:38.367Z,32.11,83.5,178.69
secado-fermentacion-01,2026-09-24T01:11:38.222Z,32.37,79.5,178.54
secado-fermentacion-01,2026-09-24T01:09:38.088Z,31.98,81.9,178.43
secado-fermentacion-01,2026-09-24T01:07:37.958Z,32.22,74.6,178.61
secado-fermentacion-01,2026-09-24T01:05:37.814Z,31.82,84.5,178.54
secado-fermentacion-01,2026-09-24T01:03:37.675Z,31.57,78.3,178.79
secado-fermentacion-01,2026-09-24T01:01:37.525Z,31.89,80.7,178.44
secado-fermentacion-01,2026-09-24T00:59:37.39Z,32.08,76.5,178.83
secado-fermentacion-01,2026-09-24T00:57:37.261Z,32.39,85.8,178.48
secado-fermentacion-01,2026-09-24T00:55:37.112Z,32.14,81.5,178.48
secado-fermentacion-01,2026-09-24T00:53:36.972Z,31.47,85.7,178.8
secado-fermentacion-01,2026-09-24T00:51:36.836Z,31.94,76.8,178.33
secado-fermentacion-01,2026-09-24T00:49:36.704Z,32.32,82.4,178.76
secado-fermentacion-01,2026-09-24T00:47:36.559Z,32.4,83.4,178.84
secado-fermentacion-01,2026-09-24T00:45:36.416Z,32.1,82,178.54
secado-fermentacion-01,2026-09-24T00:43:36.271Z,32.33,80.1,178.66
secado-fermentacion-01,2026-09-24T00:41:36.128Z,31.56,80.2,178.52
secado-fermentacion-01,2026-09-24T00:39:35.989Z,31.59,84.1,178.44
secado-fermentacion-01,2026-09-24T00:37:35.858Z,32.35,81.4,178.9
secado-fermentacion-01,2026-09-24T14:03:27.766Z,32.67,78.8,176.19
secado-fermentacion-01,2026-09-24T15:01:31.865Z,33.11,81.2,176.32
secado-fermentacion-01,2026-09-24T15:03:31.999Z,33.78,74.8,176.18
secado-fermentacion-01,2026-09-24T18:13:43.7Z,33.91,80.6,175.54
secado-fermentacion-01,2026-09-24T18:15:43.842Z,34.17,83.8,175.83
secado-fermentacion-01,2026-09-24T18:25:44.546Z,33.53,85.8,175.57
secado-fermentacion-01,2026-09-24T18:27:44.695Z,34.24,82.5,175.51
secado-fermentacion-01,2026-09-24T19:39:28.071Z,33.87,85.9,175.2
secado-fermentacion-01,2026-09-24T20:37:32.256Z,34.16,82.5,175.41
secado-fermentacion-01,2026-09-24T22:01:38.248Z,33.69,74.2,175.17
secado-fermentacion-01,2026-09-24T22:03:38.4Z,33.96,82.7,174.98
secado-fermentacion-01,2026-09-24T22:31:40.365Z,34.66,83.7,175.21
secado-fermentacion-01,2026-09-24T22:33:40.489Z,33.6,83.3,174.76
secado-fermentacion-01,2026-09-24T23:55:24.63Z,34.53,80.8,174.98
secado-fermentacion-01,2026-09-25T00:13:25.867Z,33.82,77.8,174.93
secado-fermentacion-01,2026-09-25T01:17:30.39Z,34.92,78.8,174.54
secado-fermentacion-01,2026-09-25T01:43:32.186Z,33.92,83.9,174.7
secado-fermentacion-01,2026-09-24T14:23:29.181Z,32.87,82.6,176.23
secado-fermentacion-01,2026-09-24T14:25:29.314Z,33.36,78.9,176.6
secado-fermentacion-01,2026-09-24T16:01:34.386Z,33.3,84.4,175.96
secado-fermentacion-01,2026-09-24T16:03:34.519Z,33.4,75.4,175.85
secado-fermentacion-01,2026-09-24T17:19:39.883Z,33.24,76.1,176.12
secado-fermentacion-01,2026-09-24T17:21:40.018Z,33.06,85.2,175.8
secado-fermentacion-01,2026-09-24T17:47:41.866Z,33.39,76,175.64
secado-fermentacion-01,2026-09-24T17:53:42.33Z,33.42,75.7,175.88
secado-fermentacion-01,2026-09-24T18:29:44.825Z,33.21,83.5,175.49
secado-fermentacion-01,2026-09-24T18:31:44.965Z,34.03,77.5,175.76
secado-fermentacion-01,2026-09-24T18:33:45.106Z,33.87,79.1,175.61
secado-fermentacion-01,2026-09-24T18:37:45.379Z,33.95,84.1,175.55
secado-fermentacion-01,2026-09-24T18:45:45.954Z,33.94,81.7,175.85
secado-fermentacion-01,2026-09-24T18:53:46.524Z,33.34,79.6,175.42
secado-fermentacion-01,2026-09-24T18:59:46.924Z,33.29,79.4,175.37
secado-fermentacion-01,2026-09-24T20:11:30.412Z,34.24,74.9,175.66
secado-fermentacion-01,2026-09-24T20:13:30.556Z,34.36,80.4,175.35
secado-fermentacion-01,2026-09-24T20:15:30.697Z,33.35,80.3,175.47
secado-fermentacion-01,2026-09-24T20:29:31.704Z,33.5,76.7,175.16
secado-fermentacion-01,2026-09-24T20:31:31.852Z,33.97,82.8,175.54
secado-fermentacion-01,2026-09-24T20:33:31.986Z,34.47,75.4,175.28
secado-fermentacion-01,2026-09-24T20:49:33.106Z,34.48,76,175.41
secado-fermentacion-01,2026-09-24T21:15:34.952Z,33.67,84.9,175.44
secado-fermentacion-01,2026-09-24T23:29:22.713Z,34.63,75.9,174.63
secado-fermentacion-01,2026-09-25T00:17:26.143Z,33.81,81.6,174.43
secado-fermentacion-01,2026-09-25T00:23:26.55Z,34.86,76.1,174.79
secado-fermentacion-01,2026-09-25T01:35:31.632Z,34.46,82.1,174.73
secado-fermentacion-01,2026-09-25T02:37:36.022Z,34.58,83.6,174.07
secado-fermentacion-01,2026-09-24T00:35:35.719Z,31.98,75.7,178.75
secado-fermentacion-01,2026-09-24T00:33:35.57Z,32.3,76.9,178.87
secado-fermentacion-01,2026-09-24T00:31:35.423Z,31.36,79.9,178.78
secado-fermentacion-01,2026-09-24T00:29:35.284Z,31.83,86,178.62
secado-fermentacion-01,2026-09-23T23:57:34.782Z,32.29,84.1,178.71
secado-fermentacion-01,2026-09-23T23:55:34.636Z,31.31,76.9,178.46
secado-fermentacion-01,2026-09-23T23:53:34.498Z,31.79,77.9,178.81
secado-fermentacion-01,2026-09-23T23:51:34.365Z,32.26,82,178.59
secado-fermentacion-01,2026-09-23T23:49:34.222Z,32.12,77.9,178.5
secado-fermentacion-01,2026-09-23T23:47:34.074Z,32.27,83.3,178.99
secado-fermentacion-01,2026-09-23T23:45:33.931Z,31.49,77.2,178.95
secado-fermentacion-01,2026-09-23T23:43:33.799Z,31.78,81.5,178.52
secado-fermentacion-01,2026-09-23T23:41:33.653Z,31.38,78.8,179.06
secado-fermentacion-01,2026-09-23T23:39:33.519Z,32.16,74.2,178.7
secado-fermentacion-01,2026-09-23T23:37:33.393Z,31.61,76.1,178.66
secado-fermentacion-01,2026-09-23T23:35:33.248Z,32.31,78.1,179.1
secado-fermentacion-01,2026-09-23T23:33:33.056Z,31.42,81.4,178.61
secado-fermentacion-01,2026-09-23T23:31:32.922Z,31.52,77.4,179.02
secado-fermentacion-01,2026-09-23T23:29:32.767Z,31.71,83.7,178.97
secado-fermentacion-01,2026-09-23T23:27:32.641Z,32.07,77,178.54
secado-fermentacion-01,2026-09-23T23:25:32.49Z,31.94,84.1,178.89
secado-fermentacion-01,2026-09-23T23:23:32.358Z,32.15,79.6,179.13
secado-fermentacion-01,2026-09-23T23:21:32.198Z,31.14,75.6,178.66
secado-fermentacion-01,2026-09-23T23:19:32.047Z,31.76,80.1,178.81
secado-fermentacion-01,2026-09-23T23:17:31.899Z,31.9,83.4,178.81
secado-fermentacion-01,2026-09-23T23:15:31.77Z,31.21,83.8,178.57
secado-fermentacion-01,2026-09-23T23:13:31.627Z,31.12,75.4,178.62
secado-fermentacion-01,2026-09-23T23:11:31.479Z,31.44,79.2,178.85
secado-fermentacion-01,2026-09-23T23:09:31.349Z,31.21,80.9,178.97
secado-fermentacion-01,2026-09-23T23:07:31.197Z,32.09,75.3,178.73
secado-fermentacion-01,2026-09-23T23:05:31.061Z,31.85,77.9,179.16
secado-fermentacion-01,2026-09-23T23:03:30.926Z,31.54,85,179.18
secado-fermentacion-01,2026-09-23T23:01:30.778Z,31.39,81.6,178.84
secado-fermentacion-01,2026-09-23T22:59:30.642Z,31.24,82.2,179.16
secado-fermentacion-01,2026-09-23T22:57:30.51Z,32.04,83.3,178.65
secado-fermentacion-01,2026-09-23T22:55:30.354Z,31.53,84.2,179.2
secado-fermentacion-01,2026-09-23T22:53:30.208Z,31.13,83.8,178.7
secado-fermentacion-01,2026-09-23T22:51:30.075Z,32.17,77.4,179.02
secado-fermentacion-01,2026-09-23T22:49:29.943Z,31.74,74.7,179.09
secado-fermentacion-01,2026-09-23T22:47:29.794Z,31.51,82.2,178.76
secado-fermentacion-01,2026-09-23T22:45:29.668Z,31.87,82.2,178.71
secado-fermentacion-01,2026-09-23T22:43:29.528Z,31.09,81.1,179.23
secado-fermentacion-01,2026-09-23T22:41:29.385Z,31.62,76,178.7
secado-fermentacion-01,2026-09-23T22:39:29.256Z,31.5,85.8,179.17
secado-fermentacion-01,2026-09-23T22:37:29.106Z,31.83,83.7,179.02
secado-fermentacion-01,2026-09-23T22:35:28.963Z,31.06,82.1,178.79
secado-fermentacion-01,2026-09-23T22:33:28.825Z,31.54,78.3,179.02
secado-fermentacion-01,2026-09-23T22:31:28.671Z,31.46,84.2,178.93
secado-fermentacion-01,2026-09-23T22:29:28.539Z,31.12,82,179.27
secado-fermentacion-01,2026-09-23T22:27:28.4Z,31.49,81.4,178.88
secado-fermentacion-01,2026-09-23T22:25:28.271Z,31.09,78,179.07
secado-fermentacion-01,2026-09-23T22:23:28.12Z,32.12,82.6,178.99
secado-fermentacion-01,2026-09-23T22:21:27.995Z,31.91,79.6,178.73
secado-fermentacion-01,2026-09-23T22:19:27.849Z,31.38,78.8,178.89
secado-fermentacion-01,2026-09-23T22:17:27.714Z,31.82,85,178.91
secado-fermentacion-01,2026-09-23T22:15:27.58Z,31.21,74.1,179.03
secado-fermentacion-01,2026-09-23T22:13:27.439Z,31.01,79.5,179.33
secado-fermentacion-01,2026-09-23T22:11:27.286Z,31.13,81.3,178.76
secado-fermentacion-01,2026-09-23T22:09:27.154Z,31.56,74.5,178.96
secado-fermentacion-01,2026-09-23T22:07:27.007Z,32.08,77.3,178.76
secado-fermentacion-01,2026-09-23T22:05:26.875Z,31.01,85.7,178.87
secado-fermentacion-01,2026-09-23T22:03:26.724Z,31.71,84.9,178.88
secado-fermentacion-01,2026-09-23T22:01:26.586Z,31.27,75.3,179.05
secado-fermentacion-01,2026-09-23T21:59:26.446Z,31.16,85.8,179.28
secado-fermentacion-01,2026-09-23T21:57:26.302Z,31.7,75.7,179.06
secado-fermentacion-01,2026-09-23T21:55:26.156Z,31.13,75,179.28
secado-fermentacion-01,2026-09-23T21:53:26.007Z,31.14,76.3,179.21
secado-fermentacion-01,2026-09-23T21:51:25.864Z,31.93,74.7,179.21
secado-fermentacion-01,2026-09-23T21:49:25.73Z,31.21,79.6,179.24
secado-fermentacion-01,2026-09-23T21:47:25.59Z,31.51,84.2,179.23
secado-fermentacion-01,2026-09-23T21:45:25.436Z,31.88,80.3,179.4
secado-fermentacion-01,2026-09-23T21:43:25.301Z,31.31,76.4,179.18
secado-fermentacion-01,2026-09-23T21:41:25.17Z,30.97,76.3,179.01
secado-fermentacion-01,2026-09-23T21:39:25.026Z,31.46,81.1,179.15
secado-fermentacion-01,2026-09-23T21:37:24.794Z,31.48,81.8,178.89
secado-fermentacion-01,2026-09-23T21:35:24.651Z,31.74,83.7,178.86
secado-fermentacion-01,2026-09-23T21:33:24.51Z,31.94,81.9,178.9
secado-fermentacion-01,2026-09-23T21:31:24.366Z,31.23,81.2,179.06
secado-fermentacion-01,2026-09-23T21:29:24.228Z,32.1,77,179.24
secado-fermentacion-01,2026-09-23T21:27:24.082Z,32.01,76,179.05
secado-fermentacion-01,2026-09-23T21:25:23.941Z,31.96,81.6,179.09
secado-fermentacion-01,2026-09-23T21:23:23.802Z,30.97,74.8,179.45
secado-fermentacion-01,2026-09-23T21:21:23.661Z,31.61,74.3,179.05
secado-fermentacion-01,2026-09-23T21:19:23.511Z,31.49,80.6,179.24
secado-fermentacion-01,2026-09-23T21:17:23.366Z,31.95,75.2,179.39
secado-fermentacion-01,2026-09-23T21:15:23.233Z,31.46,76.6,179.14
secado-fermentacion-01,2026-09-23T21:13:23.089Z,31.3,85,179
secado-fermentacion-01,2026-09-23T21:11:22.954Z,30.98,78,179.23
secado-fermentacion-01,2026-09-23T21:09:22.815Z,31.1,78.4,179.1
secado-fermentacion-01,2026-09-23T21:07:22.684Z,32.02,74.9,179.45
secado-fermentacion-01,2026-09-23T21:05:22.537Z,31.76,76,178.99
secado-fermentacion-01,2026-09-23T21:03:22.403Z,31.7,76.6,179.5
secado-fermentacion-01,2026-09-23T21:01:22.263Z,31.49,81.3,179.06
secado-fermentacion-01,2026-09-23T20:59:22.127Z,32.07,81.2,178.99
secado-fermentacion-01,2026-09-23T20:57:21.986Z,31.33,74.3,179.44
secado-fermentacion-01,2026-09-23T20:55:21.85Z,31.08,74.3,178.98
secado-fermentacion-01,2026-09-23T20:53:21.7Z,31.93,78.3,179.31
secado-fermentacion-01,2026-09-23T20:51:21.571Z,31.28,79.6,179.16
secado-fermentacion-01,2026-09-23T20:49:21.428Z,31.29,83.5,179.25
secado-fermentacion-01,2026-09-23T20:47:21.296Z,31.54,83.7,179.43
secado-fermentacion-01,2026-09-23T20:45:21.15Z,31.5,83.6,179.01
secado-fermentacion-01,2026-09-23T20:43:21.01Z,31.36,79.4,179.34
secado-fermentacion-01,2026-09-23T20:41:20.872Z,30.99,80.1,179.55
secado-fermentacion-01,2026-09-23T20:39:20.725Z,31.8,75.1,179.26
secado-fermentacion-01,2026-09-23T20:07:40.186Z,30.94,76.6,179.19
secado-fermentacion-01,2026-09-23T20:05:40.047Z,31.07,85.1,179.57
secado-fermentacion-01,2026-09-23T20:03:39.92Z,31.73,85.5,179.35
secado-fermentacion-01,2026-09-23T20:01:39.78Z,31.87,81.1,179.35
